name,unique_cycle_sum,unique_energy_sum,arith_meshX,arith_ins,mem0_ins,mem0_ent,mem1_ins,mem1_ent,mem2_ins,mem2_ent,mem3_ins,mem3_ent,mem4_ins,mem4_ent
arch_pe0.25_mac1_buf_2_4_4_0.5,2774508,4737261019.529999,4,1024,1024,1,128,128,128,65536,64,4096,1,32768
arch_pe0.25_mac1_buf_2_4_4_1,2705256,4537187775.0199995,4,1024,1024,1,128,128,128,65536,64,4096,1,65536
arch_pe0.25_mac1_buf_2_4_4_2,2720821,4285093067.85,4,1024,1024,1,128,128,128,65536,64,4096,1,131072
arch_pe0.25_mac1_buf_2_4_4_4,2713448,4224534023.620001,4,1024,1024,1,128,128,128,65536,64,4096,1,262144
arch_pe0.25_mac1_buf_4_0.5_0.5_0.5,5730361,7645761309.64,4,1024,1024,1,128,256,128,8192,64,512,1,32768
arch_pe0.25_mac1_buf_4_0.5_0.5_1,6151786,8009435804.020001,4,1024,1024,1,128,256,128,8192,64,512,1,65536
arch_pe0.25_mac1_buf_4_0.5_0.5_2,4107803,5840454812.62,4,1024,1024,1,128,256,128,8192,64,512,1,131072
arch_pe0.25_mac1_buf_4_0.5_0.5_4,4578153,6327696643.870001,4,1024,1024,1,128,256,128,8192,64,512,1,262144
arch_pe0.25_mac1_buf_4_0.5_1_0.5,5582316,7061394197.2300005,4,1024,1024,1,128,256,128,8192,64,1024,1,32768
arch_pe0.25_mac1_buf_4_0.5_1_1,5372571,6808863020.400001,4,1024,1024,1,128,256,128,8192,64,1024,1,65536
arch_pe0.25_mac1_buf_4_0.5_1_2,4357841,6120810701.1,4,1024,1024,1,128,256,128,8192,64,1024,1,131072
arch_pe0.25_mac1_buf_4_0.5_1_4,4149096,5565058181.7,4,1024,1024,1,128,256,128,8192,64,1024,1,262144
arch_pe0.25_mac1_buf_4_0.5_2_0.5,5611193,7240163031.73,4,1024,1024,1,128,256,128,8192,64,2048,1,32768
arch_pe0.25_mac1_buf_4_0.5_2_1,5392744,6816267690.059999,4,1024,1024,1,128,256,128,8192,64,2048,1,65536
arch_pe0.25_mac1_buf_4_0.5_2_2,3999182,5424112465.28,4,1024,1024,1,128,256,128,8192,64,2048,1,131072
arch_pe0.25_mac1_buf_4_0.5_2_4,2858754,4275267290.7299995,4,1024,1024,1,128,256,128,8192,64,2048,1,262144
arch_pe0.25_mac1_buf_4_0.5_4_0.5,5635769,7425230089.72,4,1024,1024,1,128,256,128,8192,64,4096,1,32768
arch_pe0.25_mac1_buf_4_0.5_4_1,5419368,6938558742.239999,4,1024,1024,1,128,256,128,8192,64,4096,1,65536
arch_pe0.25_mac1_buf_4_0.5_4_2,4005736,5411766631.860001,4,1024,1024,1,128,256,128,8192,64,4096,1,131072
arch_pe0.25_mac1_buf_4_0.5_4_4,2713448,4063918434.9200006,4,1024,1024,1,128,256,128,8192,64,4096,1,262144
arch_pe0.25_mac1_buf_4_1_0.5_0.5,5719301,7634365547.129999,4,1024,1024,1,128,256,128,16384,64,512,1,32768
arch_pe0.25_mac1_buf_4_1_0.5_1,4159107,5985394061.250001,4,1024,1024,1,128,256,128,16384,64,512,1,65536
arch_pe0.25_mac1_buf_4_1_0.5_2,2761043,4457628450.679999,4,1024,1024,1,128,256,128,16384,64,512,1,131072
arch_pe0.25_mac1_buf_4_1_0.5_4,3092738,4815442059.290001,4,1024,1024,1,128,256,128,16384,64,512,1,262144
arch_pe0.25_mac1_buf_4_1_1_0.5,5581189,7171461715.31,4,1024,1024,1,128,256,128,16384,64,1024,1,32768
arch_pe0.25_mac1_buf_4_1_1_1,4120834,5687157004.25,4,1024,1024,1,128,256,128,16384,64,1024,1,65536
arch_pe0.25_mac1_buf_4_1_1_2,3098166,4848532321.079999,4,1024,1024,1,128,256,128,16384,64,1024,1,131072
arch_pe0.25_mac1_buf_4_1_1_4,2713448,4101601211.5199995,4,1024,1024,1,128,256,128,16384,64,1024,1,262144
arch_pe0.25_mac1_buf_4_1_2_0.5,5610168,7314013323.580001,4,1024,1024,1,128,256,128,16384,64,2048,1,32768
arch_pe0.25_mac1_buf_4_1_2_1,4135477,5608906282.969999,4,1024,1024,1,128,256,128,16384,64,2048,1,65536
arch_pe0.25_mac1_buf_4_1_2_2,2727375,4135662066.7700005,4,1024,1024,1,128,256,128,16384,64,2048,1,131072
arch_pe0.25_mac1_buf_4_1_2_4,2859881,4272231936.980001,4,1024,1024,1,128,256,128,16384,64,2048,1,262144
arch_pe0.25_mac1_buf_4_1_4_0.5,5602386,7369814296.849999,4,1024,1024,1,128,256,128,16384,64,4096,1,32768
arch_pe0.25_mac1_buf_4_1_4_1,4135477,5621791972.359999,4,1024,1024,1,128,256,128,16384,64,4096,1,65536
arch_pe0.25_mac1_buf_4_1_4_2,2744169,4191254829.3799996,4,1024,1024,1,128,256,128,16384,64,4096,1,131072
arch_pe0.25_mac1_buf_4_1_4_4,2734645,4190774301.4599996,4,1024,1024,1,128,256,128,16384,64,4096,1,262144
arch_pe0.25_mac1_buf_4_2_0.5_0.5,4293688,6283535609.280002,4,1024,1024,1,128,256,128,32768,64,512,1,32768
arch_pe0.25_mac1_buf_4_2_0.5_1,5001988,6935767262.27,4,1024,1024,1,128,256,128,32768,64,512,1,65536
arch_pe0.25_mac1_buf_4_2_0.5_2,2834770,4757181007.66,4,1024,1024,1,128,256,128,32768,64,512,1,131072
arch_pe0.25_mac1_buf_4_2_0.5_4,3095195,4929926779.240001,4,1024,1024,1,128,256,128,32768,64,512,1,262144
arch_pe0.25_mac1_buf_4_2_1_0.5,2774508,4684011609.080001,4,1024,1024,1,128,256,128,32768,64,1024,1,32768
arch_pe0.25_mac1_buf_4_2_1_1,2705256,4506361115.07,4,1024,1024,1,128,256,128,32768,64,1024,1,65536
arch_pe0.25_mac1_buf_4_2_1_2,3104720,4974615750.69,4,1024,1024,1,128,256,128,32768,64,1024,1,131072
arch_pe0.25_mac1_buf_4_2_1_4,2736796,4296788078.38,4,1024,1024,1,128,256,128,32768,64,1024,1,262144
arch_pe0.25_mac1_buf_4_2_2_0.5,2811167,4776061018.039999,4,1024,1024,1,128,256,128,32768,64,2048,1,32768
arch_pe0.25_mac1_buf_4_2_2_1,2720002,4329628598.57,4,1024,1024,1,128,256,128,32768,64,2048,1,65536
arch_pe0.25_mac1_buf_4_2_2_2,2720821,4225280688.5299997,4,1024,1024,1,128,256,128,32768,64,2048,1,131072
arch_pe0.25_mac1_buf_4_2_2_4,2858754,4332514945.64,4,1024,1024,1,128,256,128,32768,64,2048,1,262144
arch_pe0.25_mac1_buf_4_2_4_0.5,2771230,4604321112.51,4,1024,1024,1,128,256,128,32768,64,4096,1,32768
arch_pe0.25_mac1_buf_4_2_4_1,2726453,4369016392.08,4,1024,1024,1,128,256,128,32768,64,4096,1,65536
arch_pe0.25_mac1_buf_4_2_4_2,2720821,4242414825.8599997,4,1024,1024,1,128,256,128,32768,64,4096,1,131072
arch_pe0.25_mac1_buf_4_2_4_4,2734645,4246564773.18,4,1024,1024,1,128,256,128,32768,64,4096,1,262144
arch_pe0.25_mac1_buf_4_4_0.5_0.5,4293688,6741436697.46,4,1024,1024,1,128,256,128,65536,64,512,1,32768
arch_pe0.25_mac1_buf_4_4_0.5_1,4910032,7291251815.930001,4,1024,1024,1,128,256,128,65536,64,512,1,65536
arch_pe0.25_mac1_buf_4_4_0.5_2,2834770,4982419916.469999,4,1024,1024,1,128,256,128,65536,64,512,1,131072
arch_pe0.25_mac1_buf_4_4_0.5_4,3095195,5149684640.540001,4,1024,1024,1,128,256,128,65536,64,512,1,262144
arch_pe0.25_mac1_buf_4_4_1_0.5,2774508,4949213298.79,4,1024,1024,1,128,256,128,65536,64,1024,1,32768
arch_pe0.25_mac1_buf_4_4_1_1,2699829,4666495005.619999,4,1024,1024,1,128,256,128,65536,64,1024,1,65536
arch_pe0.25_mac1_buf_4_4_1_2,3104720,5187685821.710002,4,1024,1024,1,128,256,128,65536,64,1024,1,131072
arch_pe0.25_mac1_buf_4_4_1_4,2736796,4438897774.35,4,1024,1024,1,128,256,128,65536,64,1024,1,262144
arch_pe0.25_mac1_buf_4_4_2_0.5,2811167,5022291347.940001,4,1024,1024,1,128,256,128,65536,64,2048,1,32768
arch_pe0.25_mac1_buf_4_4_2_1,2718875,4579537859.4,4,1024,1024,1,128,256,128,65536,64,2048,1,65536
arch_pe0.25_mac1_buf_4_4_2_2,2720821,4367779383.61,4,1024,1024,1,128,256,128,65536,64,2048,1,131072
arch_pe0.25_mac1_buf_4_4_2_4,2858754,4414451139.22,4,1024,1024,1,128,256,128,65536,64,2048,1,262144
arch_pe0.25_mac1_buf_4_4_4_0.5,2780037,4794211882.200001,4,1024,1024,1,128,256,128,65536,64,4096,1,32768
arch_pe0.25_mac1_buf_4_4_4_1,2725326,4579003013.81,4,1024,1024,1,128,256,128,65536,64,4096,1,65536
arch_pe0.25_mac1_buf_4_4_4_2,2720821,4373194334.889998,4,1024,1024,1,128,256,128,65536,64,4096,1,131072
arch_pe0.25_mac1_buf_4_4_4_4,2734645,4328110776.490001,4,1024,1024,1,128,256,128,65536,64,4096,1,262144
arch_pe0.25_mac4_buf_0.5_0.5_0.5_0.5,5382065,7331000251.399999,4,4096,4096,1,128,32,128,8192,64,512,1,32768
arch_pe0.25_mac4_buf_0.5_0.5_0.5_1,4904215,6859977355.0199995,4,4096,4096,1,128,32,128,8192,64,512,1,65536
arch_pe0.25_mac4_buf_0.5_0.5_0.5_2,4979184,6938852628.669999,4,4096,4096,1,128,32,128,8192,64,512,1,131072
arch_pe0.25_mac4_buf_0.5_0.5_0.5_4,5687422,7878199841.56,4,4096,4096,1,128,32,128,8192,64,512,1,262144
arch_pe0.25_mac4_buf_0.5_0.5_1_0.5,5436581,7186538384.04,4,4096,4096,1,128,32,128,8192,64,1024,1,32768
arch_pe0.25_mac4_buf_0.5_0.5_1_1,5753188,7573652461.849999,4,4096,4096,1,128,32,128,8192,64,1024,1,65536
arch_pe0.25_mac4_buf_0.5_0.5_1_2,3540617,5369124160.12,4,4096,4096,1,128,32,128,8192,64,1024,1,131072
arch_pe0.25_mac4_buf_0.5_0.5_1_4,4054307,6067860524.630001,4,4096,4096,1,128,32,128,8192,64,1024,1,262144
arch_pe0.25_mac4_buf_0.5_0.5_2_0.5,5435621,7167054103.8099985,4,4096,4096,1,128,32,128,8192,64,2048,1,32768
arch_pe0.25_mac4_buf_0.5_0.5_2_1,4961342,6680854591.880001,4,4096,4096,1,128,32,128,8192,64,2048,1,65536
arch_pe0.25_mac4_buf_0.5_0.5_2_2,3547069,5475855091.239999,4,4096,4096,1,128,32,128,8192,64,2048,1,131072
arch_pe0.25_mac4_buf_0.5_0.5_2_4,2276809,4206140189.87,4,4096,4096,1,128,32,128,8192,64,2048,1,262144
arch_pe0.25_mac4_buf_0.5_0.5_4_0.5,5026813,6806565744.100001,4,4096,4096,1,128,32,128,8192,64,4096,1,32768
arch_pe0.25_mac4_buf_0.5_0.5_4_1,4861219,6652103899.280001,4,4096,4096,1,128,32,128,8192,64,4096,1,65536
arch_pe0.25_mac4_buf_0.5_0.5_4_2,3548758,5524220449.4400015,4,4096,4096,1,128,32,128,8192,64,4096,1,131072
arch_pe0.25_mac4_buf_0.5_0.5_4_4,2268068,4253717161.1899996,4,4096,4096,1,128,32,128,8192,64,4096,1,262144
arch_pe0.25_mac4_buf_0.5_1_0.5_0.5,5064509,7333035036.16,4,4096,4096,1,128,32,128,16384,64,512,1,32768
arch_pe0.25_mac4_buf_0.5_1_0.5_1,4440394,6665332923.65,4,4096,4096,1,128,32,128,16384,64,512,1,65536
arch_pe0.25_mac4_buf_0.5_1_0.5_2,3720368,5861212287.250001,4,4096,4096,1,128,32,128,16384,64,512,1,131072
arch_pe0.25_mac4_buf_0.5_1_0.5_4,3702422,5777934930.32,4,4096,4096,1,128,32,128,16384,64,512,1,262144
arch_pe0.25_mac4_buf_0.5_1_1_0.5,5053374,6903563470.299999,4,4096,4096,1,128,32,128,16384,64,1024,1,32768
arch_pe0.25_mac4_buf_0.5_1_1_1,3654525,5777461045.629999,4,4096,4096,1,128,32,128,16384,64,1024,1,65536
arch_pe0.25_mac4_buf_0.5_1_1_2,2314390,4261669789.24,4,4096,4096,1,128,32,128,16384,64,1024,1,131072
arch_pe0.25_mac4_buf_0.5_1_1_4,2266774,4384018869.43,4,4096,4096,1,128,32,128,16384,64,1024,1,262144
arch_pe0.25_mac4_buf_0.5_1_2_0.5,5043901,6859872181.509999,4,4096,4096,1,128,32,128,16384,64,2048,1,32768
arch_pe0.25_mac4_buf_0.5_1_2_1,3651199,5461363894.979999,4,4096,4096,1,128,32,128,16384,64,2048,1,65536
arch_pe0.25_mac4_buf_0.5_1_2_2,2246537,4199222904.1999993,4,4096,4096,1,128,32,128,16384,64,2048,1,131072
arch_pe0.25_mac4_buf_0.5_1_2_4,2271357,4108003746.57,4,4096,4096,1,128,32,128,16384,64,2048,1,262144
arch_pe0.25_mac4_buf_0.5_1_4_0.5,5032957,6840982167.23,4,4096,4096,1,128,32,128,16384,64,4096,1,32768
arch_pe0.25_mac4_buf_0.5_1_4_1,3600035,5478693206.849999,4,4096,4096,1,128,32,128,16384,64,4096,1,65536
arch_pe0.25_mac4_buf_0.5_1_4_2,2248162,4274580202.8699994,4,4096,4096,1,128,32,128,16384,64,4096,1,131072
arch_pe0.25_mac4_buf_0.5_1_4_4,2246704,4343406139.25,4,4096,4096,1,128,32,128,16384,64,4096,1,262144
arch_pe0.25_mac4_buf_0.5_2_0.5_0.5,3641992,6323501210.24,4,4096,4096,1,128,32,128,32768,64,512,1,32768
arch_pe0.25_mac4_buf_0.5_2_0.5_1,4457597,7078649418.46,4,4096,4096,1,128,32,128,32768,64,512,1,65536
arch_pe0.25_mac4_buf_0.5_2_0.5_2,2335895,4792226908.54,4,4096,4096,1,128,32,128,32768,64,512,1,131072
arch_pe0.25_mac4_buf_0.5_2_0.5_4,2388566,4740725531.0199995,4,4096,4096,1,128,32,128,32768,64,512,1,262144
arch_pe0.25_mac4_buf_0.5_2_1_0.5,2256318,4391271323.48,4,4096,4096,1,128,32,128,32768,64,1024,1,32768
arch_pe0.25_mac4_buf_0.5_2_1_1,2224457,4627933731.64,4,4096,4096,1,128,32,128,32768,64,1024,1,65536
arch_pe0.25_mac4_buf_0.5_2_1_2,2258672,4361840826.210001,4,4096,4096,1,128,32,128,32768,64,1024,1,131072
arch_pe0.25_mac4_buf_0.5_2_1_4,2299887,4815503720.9,4,4096,4096,1,128,32,128,32768,64,1024,1,262144
arch_pe0.25_mac4_buf_0.5_2_2_0.5,2197834,4215599395.159999,4,4096,4096,1,128,32,128,32768,64,2048,1,32768
arch_pe0.25_mac4_buf_0.5_2_2_1,2202520,4221081121.4500003,4,4096,4096,1,128,32,128,32768,64,2048,1,65536
arch_pe0.25_mac4_buf_0.5_2_2_2,2236502,4455079918.89,4,4096,4096,1,128,32,128,32768,64,2048,1,131072
arch_pe0.25_mac4_buf_0.5_2_2_4,2291862,4346999088.09,4,4096,4096,1,128,32,128,32768,64,2048,1,262144
arch_pe0.25_mac4_buf_0.5_2_4_0.5,2214409,4309484078.23,4,4096,4096,1,128,32,128,32768,64,4096,1,32768
arch_pe0.25_mac4_buf_0.5_2_4_1,2188054,4226407787.6,4,4096,4096,1,128,32,128,32768,64,4096,1,65536
arch_pe0.25_mac4_buf_0.5_2_4_2,2231484,4478868211.24,4,4096,4096,1,128,32,128,32768,64,4096,1,131072
arch_pe0.25_mac4_buf_0.5_2_4_4,2244694,4683413996.7699995,4,4096,4096,1,128,32,128,32768,64,4096,1,262144
arch_pe0.25_mac4_buf_0.5_4_0.5_0.5,3648278,7112782833.06,4,4096,4096,1,128,32,128,65536,64,512,1,32768
arch_pe0.25_mac4_buf_0.5_4_0.5_1,4517157,7917226645.059999,4,4096,4096,1,128,32,128,65536,64,512,1,65536
arch_pe0.25_mac4_buf_0.5_4_0.5_2,2319843,5386425417.260001,4,4096,4096,1,128,32,128,65536,64,512,1,131072
arch_pe0.25_mac4_buf_0.5_4_0.5_4,2405629,5319110154.3,4,4096,4096,1,128,32,128,65536,64,512,1,262144
arch_pe0.25_mac4_buf_0.5_4_1_0.5,2219439,4823064656.22,4,4096,4096,1,128,32,128,65536,64,1024,1,32768
arch_pe0.25_mac4_buf_0.5_4_1_1,2259017,5353874399.099999,4,4096,4096,1,128,32,128,65536,64,1024,1,65536
arch_pe0.25_mac4_buf_0.5_4_1_2,2274685,4806692896.499999,4,4096,4096,1,128,32,128,65536,64,1024,1,131072
arch_pe0.25_mac4_buf_0.5_4_1_4,2325526,5503495422.12,4,4096,4096,1,128,32,128,65536,64,1024,1,262144
arch_pe0.25_mac4_buf_0.5_4_2_0.5,2204950,4612446648.41,4,4096,4096,1,128,32,128,65536,64,2048,1,32768
arch_pe0.25_mac4_buf_0.5_4_2_1,2198909,4590892685.830001,4,4096,4096,1,128,32,128,65536,64,2048,1,65536
arch_pe0.25_mac4_buf_0.5_4_2_2,2240085,4938397794.66,4,4096,4096,1,128,32,128,65536,64,2048,1,131072
arch_pe0.25_mac4_buf_0.5_4_2_4,2304650,4762506273.939999,4,4096,4096,1,128,32,128,65536,64,2048,1,262144
arch_pe0.25_mac4_buf_0.5_4_4_0.5,2215254,4660007489.83,4,4096,4096,1,128,32,128,65536,64,4096,1,32768
arch_pe0.25_mac4_buf_0.5_4_4_1,2188797,4678813803.58,4,4096,4096,1,128,32,128,65536,64,4096,1,65536
arch_pe0.25_mac4_buf_0.5_4_4_2,2248162,5058608063.7300005,4,4096,4096,1,128,32,128,65536,64,4096,1,131072
arch_pe0.25_mac4_buf_0.5_4_4_4,2229641,5206248855.260001,4,4096,4096,1,128,32,128,65536,64,4096,1,262144
arch_pe0.25_mac4_buf_1_0.5_0.5_0.5,5493387,7317100825.11,4,4096,4096,1,128,64,128,8192,64,512,1,32768
arch_pe0.25_mac4_buf_1_0.5_0.5_1,5646627,7372334793.44,4,4096,4096,1,128,64,128,8192,64,512,1,65536
arch_pe0.25_mac4_buf_1_0.5_0.5_2,4913954,6595308867.61,4,4096,4096,1,128,64,128,8192,64,512,1,131072
arch_pe0.25_mac4_buf_1_0.5_0.5_4,5544534,7296756427.689999,4,4096,4096,1,128,64,128,8192,64,512,1,262144
arch_pe0.25_mac4_buf_1_0.5_1_0.5,5479869,7194580209.320001,4,4096,4096,1,128,64,128,8192,64,1024,1,32768
arch_pe0.25_mac4_buf_1_0.5_1_1,4977983,6651651484.69,4,4096,4096,1,128,64,128,8192,64,1024,1,65536
arch_pe0.25_mac4_buf_1_0.5_1_2,3522941,5122780429.25,4,4096,4096,1,128,64,128,8192,64,1024,1,131072
arch_pe0.25_mac4_buf_1_0.5_1_4,3685360,5355371884.259999,4,4096,4096,1,128,64,128,8192,64,1024,1,262144
arch_pe0.25_mac4_buf_1_0.5_2_0.5,5016688,6640053560.740001,4,4096,4096,1,128,64,128,8192,64,2048,1,32768
arch_pe0.25_mac4_buf_1_0.5_2_1,4922238,6670722541.759999,4,4096,4096,1,128,64,128,8192,64,2048,1,65536
arch_pe0.25_mac4_buf_1_0.5_2_2,3533500,5392891585.439999,4,4096,4096,1,128,64,128,8192,64,2048,1,131072
arch_pe0.25_mac4_buf_1_0.5_2_4,2262499,4108544649.5299993,4,4096,4096,1,128,64,128,8192,64,2048,1,262144
arch_pe0.25_mac4_buf_1_0.5_4_0.5,5043670,6720632202.19,4,4096,4096,1,128,64,128,8192,64,4096,1,32768
arch_pe0.25_mac4_buf_1_0.5_4_1,4879242,6528804120.16,4,4096,4096,1,128,64,128,8192,64,4096,1,65536
arch_pe0.25_mac4_buf_1_0.5_4_2,3503394,5166974437.010001,4,4096,4096,1,128,64,128,8192,64,4096,1,131072
arch_pe0.25_mac4_buf_1_0.5_4_4,2271792,4076887642.0899997,4,4096,4096,1,128,64,128,8192,64,4096,1,262144
arch_pe0.25_mac4_buf_1_1_0.5_0.5,5122225,7085586109.929998,4,4096,4096,1,128,64,128,16384,64,512,1,32768
arch_pe0.25_mac4_buf_1_1_0.5_1,3740171,5631919074.490001,4,4096,4096,1,128,64,128,16384,64,512,1,65536
arch_pe0.25_mac4_buf_1_1_0.5_2,3718934,5593322389.319999,4,4096,4096,1,128,64,128,16384,64,512,1,131072
arch_pe0.25_mac4_buf_1_1_0.5_4,3800727,5616973972.68,4,4096,4096,1,128,64,128,16384,64,512,1,262144
arch_pe0.25_mac4_buf_1_1_1_0.5,5150321,7043154424.25,4,4096,4096,1,128,64,128,16384,64,1024,1,32768
arch_pe0.25_mac4_buf_1_1_1_1,3607319,5428036468.24,4,4096,4096,1,128,64,128,16384,64,1024,1,65536
arch_pe0.25_mac4_buf_1_1_1_2,2308374,4018060094.8600006,4,4096,4096,1,128,64,128,16384,64,1024,1,131072
arch_pe0.25_mac4_buf_1_1_1_4,2229641,3914660955.53,4,4096,4096,1,128,64,128,16384,64,1024,1,262144
arch_pe0.25_mac4_buf_1_1_2_0.5,5129994,6958231260.29,4,4096,4096,1,128,64,128,16384,64,2048,1,32768
arch_pe0.25_mac4_buf_1_1_2_1,3624523,5472808615.969999,4,4096,4096,1,128,64,128,16384,64,2048,1,65536
arch_pe0.25_mac4_buf_1_1_2_2,2244579,4243797289.2400002,4,4096,4096,1,128,64,128,16384,64,2048,1,131072
arch_pe0.25_mac4_buf_1_1_2_4,2239676,4095867823.9500003,4,4096,4096,1,128,64,128,16384,64,2048,1,262144
arch_pe0.25_mac4_buf_1_1_4_0.5,5077398,6831246924.62,4,4096,4096,1,128,64,128,16384,64,4096,1,32768
arch_pe0.25_mac4_buf_1_1_4_1,3618685,5361110524.139999,4,4096,4096,1,128,64,128,16384,64,4096,1,65536
arch_pe0.25_mac4_buf_1_1_4_2,2244579,3918459837.1099997,4,4096,4096,1,128,64,128,16384,64,4096,1,131072
arch_pe0.25_mac4_buf_1_1_4_4,2244694,4055959998.9500003,4,4096,4096,1,128,64,128,16384,64,4096,1,262144
arch_pe0.25_mac4_buf_1_2_0.5_0.5,3696778,5913156915.340002,4,4096,4096,1,128,64,128,32768,64,512,1,32768
arch_pe0.25_mac4_buf_1_2_0.5_1,4384612,6569761263.04,4,4096,4096,1,128,64,128,32768,64,512,1,65536
arch_pe0.25_mac4_buf_1_2_0.5_2,2315349,4405852498.1,4,4096,4096,1,128,64,128,32768,64,512,1,131072
arch_pe0.25_mac4_buf_1_2_0.5_4,2349103,4324292266.85,4,4096,4096,1,128,64,128,32768,64,512,1,262144
arch_pe0.25_mac4_buf_1_2_1_0.5,2270972,4322171716.45,4,4096,4096,1,128,64,128,32768,64,1024,1,32768
arch_pe0.25_mac4_buf_1_2_1_1,2193891,4184537320.38,4,4096,4096,1,128,64,128,32768,64,1024,1,65536
arch_pe0.25_mac4_buf_1_2_1_2,2272943,4077493503.4999995,4,4096,4096,1,128,64,128,32768,64,1024,1,131072
arch_pe0.25_mac4_buf_1_2_1_4,2279817,4240986046.8999996,4,4096,4096,1,128,64,128,32768,64,1024,1,262144
arch_pe0.25_mac4_buf_1_2_2_0.5,2241482,4170554210.41,4,4096,4096,1,128,64,128,32768,64,2048,1,32768
arch_pe0.25_mac4_buf_1_2_2_1,2200330,4230043957.8100004,4,4096,4096,1,128,64,128,32768,64,2048,1,65536
arch_pe0.25_mac4_buf_1_2_2_2,2245103,4485632752.32,4,4096,4096,1,128,64,128,32768,64,2048,1,131072
arch_pe0.25_mac4_buf_1_2_2_4,2257763,4335826763.91,4,4096,4096,1,128,64,128,32768,64,2048,1,262144
arch_pe0.25_mac4_buf_1_2_4_0.5,2238165,4113755813.3900003,4,4096,4096,1,128,64,128,32768,64,4096,1,32768
arch_pe0.25_mac4_buf_1_2_4_1,2193187,4044033562.6899996,4,4096,4096,1,128,64,128,32768,64,4096,1,65536
arch_pe0.25_mac4_buf_1_2_4_2,2239561,4073322184.04,4,4096,4096,1,128,64,128,32768,64,4096,1,131072
arch_pe0.25_mac4_buf_1_2_4_4,2248252,4180880907.51,4,4096,4096,1,128,64,128,32768,64,4096,1,262144
arch_pe0.25_mac4_buf_1_4_0.5_0.5,3702538,6514483793.24,4,4096,4096,1,128,64,128,65536,64,512,1,32768
arch_pe0.25_mac4_buf_1_4_0.5_1,4553586,7359158351.86,4,4096,4096,1,128,64,128,65536,64,512,1,65536
arch_pe0.25_mac4_buf_1_4_0.5_2,2314825,4814662353.759999,4,4096,4096,1,128,64,128,65536,64,512,1,131072
arch_pe0.25_mac4_buf_1_4_0.5_4,2342075,4660209548.300001,4,4096,4096,1,128,64,128,65536,64,512,1,262144
arch_pe0.25_mac4_buf_1_4_1_0.5,2289443,4809382454.62,4,4096,4096,1,128,64,128,65536,64,1024,1,32768
arch_pe0.25_mac4_buf_1_4_1_1,2199472,4654990882.599999,4,4096,4096,1,128,64,128,65536,64,1024,1,65536
arch_pe0.25_mac4_buf_1_4_1_2,2244579,4281861528.9400005,4,4096,4096,1,128,64,128,65536,64,1024,1,131072
arch_pe0.25_mac4_buf_1_4_1_4,2269782,4541736262.33,4,4096,4096,1,128,64,128,65536,64,1024,1,262144
arch_pe0.25_mac4_buf_1_4_2_0.5,2273302,4621012489.34,4,4096,4096,1,128,64,128,65536,64,2048,1,32768
arch_pe0.25_mac4_buf_1_4_2_1,2231766,4672550938.440001,4,4096,4096,1,128,64,128,65536,64,2048,1,65536
arch_pe0.25_mac4_buf_1_4_2_2,2246537,4990599445.96,4,4096,4096,1,128,64,128,65536,64,2048,1,131072
arch_pe0.25_mac4_buf_1_4_2_4,2247728,4698465392.9,4,4096,4096,1,128,64,128,65536,64,2048,1,262144
arch_pe0.25_mac4_buf_1_4_4_0.5,2251913,4430759461.069999,4,4096,4096,1,128,64,128,65536,64,4096,1,32768
arch_pe0.25_mac4_buf_1_4_4_1,2207420,4396269367.95,4,4096,4096,1,128,64,128,65536,64,4096,1,65536
arch_pe0.25_mac4_buf_1_4_4_2,2239561,4347290299.500001,4,4096,4096,1,128,64,128,65536,64,4096,1,131072
arch_pe0.25_mac4_buf_1_4_4_4,2249711,4512775262.15,4,4096,4096,1,128,64,128,65536,64,4096,1,262144
arch_pe0.25_mac4_buf_2_0.5_0.5_0.5,5501501,7359852595.059999,4,4096,4096,1,128,128,128,8192,64,512,1,32768
arch_pe0.25_mac4_buf_2_0.5_0.5_1,4891158,6589159251.360001,4,4096,4096,1,128,128,128,8192,64,512,1,65536
arch_pe0.25_mac4_buf_2_0.5_0.5_2,3498376,5152294327.75,4,4096,4096,1,128,128,128,8192,64,512,1,131072
arch_pe0.25_mac4_buf_2_0.5_0.5_4,4498890,6310266757.2699995,4,4096,4096,1,128,128,128,8192,64,512,1,262144
arch_pe0.25_mac4_buf_2_0.5_1_0.5,5136509,6910226113.25,4,4096,4096,1,128,128,128,8192,64,1024,1,32768
arch_pe0.25_mac4_buf_2_0.5_1_1,4900643,6612208605.049999,4,4096,4096,1,128,128,128,8192,64,1024,1,65536
arch_pe0.25_mac4_buf_2_0.5_1_2,3607127,5301449073.950001,4,4096,4096,1,128,128,128,8192,64,1024,1,131072
arch_pe0.25_mac4_buf_2_0.5_1_4,3695394,5424562907.319999,4,4096,4096,1,128,128,128,8192,64,1024,1,262144
arch_pe0.25_mac4_buf_2_0.5_2_0.5,5071510,6743356774.580001,4,4096,4096,1,128,128,128,8192,64,2048,1,32768
arch_pe0.25_mac4_buf_2_0.5_2_1,4892849,6536596190.28,4,4096,4096,1,128,128,128,8192,64,2048,1,65536
arch_pe0.25_mac4_buf_2_0.5_2_2,3514863,5133746666.53,4,4096,4096,1,128,128,128,8192,64,2048,1,131072
arch_pe0.25_mac4_buf_2_0.5_2_4,2458774,4195340520.54,4,4096,4096,1,128,128,128,8192,64,2048,1,262144
